% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
10.921	2	4	1	0.999999	0
10.922	1	2	2	0.999999	0
10.922	2	5	2	0.999999	0
10.923	1	3	3	0.999999	0
10.923	2	6	3	0.999999	0
10.961	1	1	1	0.999999	0
10.961	2	4	1	0.999999	0
10.962	1	2	2	0.999999	0
10.962	2	5	2	0.999999	0
10.963	1	3	3	0.999999	0
10.963	2	6	3	0.999999	0
11.001	1	1	1	0.999999	0
11.001	2	4	1	0.999999	0
11.002	1	2	2	0.999999	0
11.002	2	5	2	0.999999	0
11.003	1	3	3	0.999999	0
11.003	2	6	3	0.999999	0
11.041	1	1	1	0.999999	0
11.041	2	4	1	0.999999	0
11.042	1	2	2	0.999999	0
11.042	2	5	2	0.999999	0
11.043	1	3	3	0.999999	0
11.043	2	6	3	0.999999	0
11.081	1	1	1	0.999999	0
11.081	2	4	1	0.999999	0
11.082	1	2	2	0.999999	0
11.082	2	5	2	0.999999	0
11.083	1	3	3	0.999999	0
11.083	2	6	3	0.999999	0
11.121	1	1	1	0.999999	0
11.121	2	4	1	0.999999	0
11.122	1	2	2	0.999999	0
11.122	2	5	2	0.999999	0
11.123	1	3	3	0.999999	0
11.123	2	6	3	0.999999	0
11.161	1	1	1	0.999999	0
11.161	2	4	1	0.999999	0
11.162	1	2	2	0.999999	0
11.162	2	5	2	0.999999	0
11.163	1	3	3	0.999999	0
11.163	2	6	3	0.999999	0
11.201	1	1	1	0.999999	0
11.201	2	4	1	0.999999	0
11.202	1	2	2	0.999999	0
11.202	2	5	2	0.999999	0
11.203	1	3	3	0.999999	0
11.203	2	6	3	0.999999	0
11.241	1	1	1	0.999999	0
11.241	2	4	1	0.999999	0
11.242	1	2	2	0.999999	0
11.242	2	5	2	0.999999	0
11.243	1	3	3	0.999999	0
11.243	2	6	3	0.999999	0
11.281	1	1	1	0.999999	0
11.281	2	4	1	0.999999	0
11.282	1	2	2	0.999999	0
11.282	2	5	2	0.999999	0
11.283	1	3	3	0.999999	0
11.283	2	6	3	0.999999	0
11.321	1	1	1	0.999999	0
11.321	2	4	1	0.999999	0
11.322	1	2	2	0.999999	0
11.322	2	5	2	0.999999	0
11.323	1	3	3	0.999999	0
11.323	2	6	3	0.999999	0
11.361	1	1	1	0.999999	0
11.361	2	4	1	0.999999	0
11.362	1	2	2	0.999999	0
11.362	2	5	2	0.999999	0
11.363	1	3	3	0.999999	0
11.363	2	6	3	0.999999	0
11.401	1	1	1	0.999999	0
11.401	2	4	1	0.999999	0
11.402	1	2	2	0.999999	0
11.402	2	5	2	0.999999	0
11.403	1	3	3	0.999999	0
11.403	2	6	3	0.999999	0
11.441	1	1	1	0.999999	0
11.441	2	4	1	0.999999	0
11.442	1	2	2	0.999999	0
11.442	2	5	2	0.999999	0
11.443	1	3	3	0.999999	0
11.443	2	6	3	0.999999	0
11.481	1	1	1	0.999999	0
11.481	2	4	1	0.999999	0
11.482	1	2	2	0.999999	0
11.482	2	5	2	0.999999	0
11.483	1	3	3	0.999999	0
11.483	2	6	3	0.999999	0
11.521	1	1	1	0.999999	0
11.521	2	4	1	0.999999	0
11.522	1	2	2	0.999999	0
11.522	2	5	2	0.999999	0
11.523	1	3	3	0.999999	0
11.523	2	6	3	0.999999	0
11.561	1	1	1	0.999999	0
11.561	2	4	1	0.999999	0
11.562	1	2	2	0.999999	0
11.562	2	5	2	0.999999	0
11.563	1	3	3	0.999999	0
11.563	2	6	3	0.999999	0
11.601	1	1	1	0.999999	0
11.601	2	4	1	0.999999	0
11.602	1	2	2	0.999999	0
11.602	2	5	2	0.999999	0
11.603	1	3	3	0.999999	0
11.603	2	6	3	0.999999	0
11.641	1	1	1	0.999999	0
11.641	2	4	1	0.999999	0
11.642	1	2	2	0.999999	0
11.642	2	5	2	0.999999	0
11.643	1	3	3	0.999999	0
11.643	2	6	3	0.999999	0
11.681	1	1	1	0.999999	0
11.681	2	4	1	0.999999	0
11.682	1	2	2	0.999999	0
11.682	2	5	2	0.999999	0
11.683	1	3	3	0.999999	0
11.683	2	6	3	0.999999	0
11.721	1	1	1	0.999999	0
11.721	2	4	1	0.999999	0
11.722	1	2	2	0.999999	0
11.722	2	5	2	0.999999	0
11.723	1	3	3	0.999999	0
11.723	2	6	3	0.999999	0
11.761	1	1	1	0.999999	0
11.761	2	4	1	0.999999	0
11.762	1	2	2	0.999999	0
11.762	2	5	2	0.999999	0
11.763	1	3	3	0.999999	0
11.763	2	6	3	0.999999	0
11.801	1	1	1	0.999999	0
11.801	2	4	1	0.999999	0
11.802	1	2	2	0.999999	0
11.802	2	5	2	0.999999	0
11.803	1	3	3	0.999999	0
11.803	2	6	3	0.999999	0
11.841	1	1	1	0.999999	0
11.841	2	4	1	0.999999	0
11.842	1	2	2	0.999999	0
11.842	2	5	2	0.999999	0
11.843	1	3	3	0.999999	0
11.843	2	6	3	0.999999	0
11.881	1	1	1	0.999999	0
11.881	2	4	1	0.999999	0
11.882	1	2	2	0.999999	0
11.882	2	5	2	0.999999	0
11.883	1	3	3	0.999999	0
11.883	2	6	3	0.999999	0
11.921	1	1	1	0.999999	0
11.921	2	4	1	0.999999	0
11.922	1	2	2	0.999999	0
11.922	2	5	2	0.999999	0
11.923	1	3	3	0.999999	0
11.923	2	6	3	0.999999	0
11.961	1	1	1	0.999999	0
11.961	2	4	1	0.999999	0
11.962	1	2	2	0.999999	0
11.962	2	5	2	0.999999	0
11.963	1	3	3	0.999999	0
11.963	2	6	3	0.999999	0
12.001	1	1	1	0.999999	0
12.001	2	4	1	0.999999	0
12.002	1	2	2	0.999999	0
12.002	2	5	2	0.999999	0
12.003	1	3	3	0.999999	0
12.003	2	6	3	0.999999	0
12.041	1	1	1	0.999999	0
12.041	2	4	1	0.999999	0
12.042	1	2	2	0.999999	0
12.042	2	5	2	0.999999	0
12.043	1	3	3	0.999999	0
12.043	2	6	3	0.999999	0
12.081	1	1	1	0.999999	0
12.081	2	4	1	0.999999	0
12.082	1	2	2	0.999999	0
12.082	2	5	2	0.999999	0
12.083	1	3	3	0.999999	0
12.083	2	6	3	0.999999	0
12.121	1	1	1	0.999999	0
12.121	2	4	1	0.999999	0
12.122	1	2	2	0.999999	0
12.122	2	5	2	0.999999	0
12.123	1	3	3	0.999999	0
12.123	2	6	3	0.999999	0
12.161	1	1	1	0.999999	0
12.161	2	4	1	0.999999	0
12.162	1	2	2	0.999999	0
12.162	2	5	2	0.999999	0
12.163	1	3	3	0.999999	0
12.163	2	6	3	0.999999	0
12.201	1	1	1	0.999999	0
12.201	2	4	1	0.999999	0
12.202	1	2	2	0.999999	0
12.202	2	5	2	0.999999	0
12.203	1	3	3	0.999999	0
12.203	2	6	3	0.999999	0
12.241	1	1	1	0.999999	0
12.241	2	4	1	0.999999	0
12.242	1	2	2	0.999999	0
12.242	2	5	2	0.999999	0
12.243	1	3	3	0.999999	0
12.243	2	6	3	0.999999	0
12.281	1	1	1	0.999999	0
12.281	2	4	1	0.999999	0
12.282	1	2	2	0.999999	0
12.282	2	5	2	0.999999	0
12.283	1	3	3	0.999999	0
12.283	2	6	3	0.999999	0
12.321	1	1	1	0.999999	0
12.321	2	4	1	0.999999	0
12.322	1	2	2	0.999999	0
12.322	2	5	2	0.999999	0
12.323	1	3	3	0.999999	0
12.323	2	6	3	0.999999	0
12.361	1	1	1	0.999999	0
12.361	2	4	1	0.999999	0
12.362	1	2	2	0.999999	0
12.362	2	5	2	0.999999	0
12.363	1	3	3	0.999999	0
12.363	2	6	3	0.999999	0
12.401	1	1	1	0.999999	0
12.401	2	4	1	0.999999	0
12.402	1	2	2	0.999999	0
12.402	2	5	2	0.999999	0
12.403	1	3	3	0.999999	0
12.403	2	6	3	0.999999	0
12.441	1	1	1	0.999999	0
12.441	2	4	1	0.999999	0
12.442	1	2	2	0.999999	0
12.442	2	5	2	0.999999	0
12.443	1	3	3	0.999999	0
12.443	2	6	3	0.999999	0
12.481	1	1	1	0.999999	0
12.481	2	4	1	0.999999	0
12.482	1	2	2	0.999999	0
12.482	2	5	2	0.999999	0
12.483	1	3	3	0.999999	0
12.483	2	6	3	0.999999	0
12.521	1	1	1	0.999999	0
12.521	2	4	1	0.999999	0
12.522	1	2	2	0.999999	0
12.522	2	5	2	0.999999	0
12.523	1	3	3	0.999999	0
12.523	2	6	3	0.999999	0
12.561	1	1	1	0.999999	0
12.561	2	4	1	0.999999	0
12.562	1	2	2	0.999999	0
12.562	2	5	2	0.999999	0
12.563	1	3	3	0.999999	0
12.563	2	6	3	0.999999	0
12.601	1	1	1	0.999999	0
12.601	2	4	1	0.999999	0
12.602	1	2	2	0.999999	0
12.602	2	5	2	0.999999	0
12.603	1	3	3	0.999999	0
12.603	2	6	3	0.999999	0
12.641	1	1	1	0.999999	0
12.641	2	4	1	0.999999	0
12.642	1	2	2	0.999999	0
12.642	2	5	2	0.999999	0
12.643	1	3	3	0.999999	0
12.643	2	6	3	0.999999	0
12.681	1	1	1	0.999999	0
12.681	2	4	1	0.999999	0
12.682	1	2	2	0.999999	0
12.682	2	5	2	0.999999	0
12.683	1	3	3	0.999999	0
12.683	2	6	3	0.999999	0
12.721	1	1	1	0.999999	0
12.721	2	4	1	0.999999	0
12.722	1	2	2	0.999999	0
12.722	2	5	2	0.999999	0
12.723	1	3	3	0.999999	0
12.723	2	6	3	0.999999	0
12.761	1	1	1	0.999999	0
12.761	2	4	1	0.999999	0
12.762	1	2	2	0.999999	0
12.762	2	5	2	0.999999	0
12.763	1	3	3	0.999999	0
12.763	2	6	3	0.999999	0
12.801	1	1	1	0.999999	0
12.801	2	4	1	0.999999	0
12.802	1	2	2	0.999999	0
12.802	2	5	2	0.999999	0
12.803	1	3	3	0.999999	0
12.803	2	6	3	0.999999	0
12.841	1	1	1	0.999999	0
12.841	2	4	1	0.999999	0
12.842	1	2	2	0.999999	0
12.842	2	5	2	0.999999	0
12.843	1	3	3	0.999999	0
12.843	2	6	3	0.999999	0
12.881	1	1	1	0.999999	0
12.881	2	4	1	0.999999	0
12.882	1	2	2	0.999999	0
12.882	2	5	2	0.999999	0
12.883	1	3	3	0.999999	0
12.883	2	6	3	0.999999	0
12.921	1	1	1	0.999999	0
12.921	2	4	1	0.999999	0
12.922	1	2	2	0.999999	0
12.922	2	5	2	0.999999	0
12.923	1	3	3	0.999999	0
12.923	2	6	3	0.999999	0
12.961	1	1	1	0.999999	0
12.961	2	4	1	0.999999	0
12.962	1	2	2	0.999999	0
12.962	2	5	2	0.999999	0
12.963	1	3	3	0.999999	0
12.963	2	6	3	0.999999	0
13.001	1	1	1	0.999999	0
13.001	2	4	1	0.999999	0
13.002	1	2	2	0.999999	0
13.002	2	5	2	0.999999	0
13.003	1	3	3	0.999999	0
13.003	2	6	3	0.999999	0
13.041	1	1	1	0.999999	0
13.041	2	4	1	0.999999	0
13.042	1	2	2	0.999999	0
13.042	2	5	2	0.999999	0
13.043	1	3	3	0.999999	0
13.043	2	6	3	0.999999	0
13.081	1	1	1	0.999999	0
13.081	2	4	1	0.999999	0
13.082	1	2	2	0.999999	0
13.082	2	5	2	0.999999	0
13.083	1	3	3	0.999999	0
13.083	2	6	3	0.999999	0
13.121	1	1	1	0.999999	0
13.121	2	4	1	0.999999	0
13.122	1	2	2	0.999999	0
13.122	2	5	2	0.999999	0
13.123	1	3	3	0.999999	0
13.123	2	6	3	0.999999	0
13.161	1	1	1	0.999999	0
13.161	2	4	1	0.999999	0
13.162	1	2	2	0.999999	0
13.162	2	5	2	0.999999	0
13.163	1	3	3	0.999999	0
13.163	2	6	3	0.999999	0
13.201	1	1	1	0.999999	0
13.201	2	4	1	0.999999	0
13.202	1	2	2	0.999999	0
13.202	2	5	2	0.999999	0
13.203	1	3	3	0.999999	0
13.203	2	6	3	0.999999	0
13.241	1	1	1	0.999999	0
13.241	2	4	1	0.999999	0
13.242	1	2	2	0.999999	0
13.242	2	5	2	0.999999	0
13.243	1	3	3	0.999999	0
13.243	2	6	3	0.999999	0
13.281	1	1	1	0.999999	0
13.281	2	4	1	0.999999	0
13.282	1	2	2	0.999999	0
13.282	2	5	2	0.999999	0
13.283	1	3	3	0.999999	0
13.283	2	6	3	0.999999	0
13.321	1	1	1	0.999999	0
13.321	2	4	1	0.999999	0
13.322	1	2	2	0.999999	0
13.322	2	5	2	0.999999	0
13.323	1	3	3	0.999999	0
13.323	2	6	3	0.999999	0
13.361	1	1	1	0.999999	0
13.361	2	4	1	0.999999	0
13.362	1	2	2	0.999999	0
13.362	2	5	2	0.999999	0
13.363	1	3	3	0.999999	0
13.363	2	6	3	0.999999	0
13.401	1	1	1	0.999999	0
13.401	2	4	1	0.999999	0
13.402	1	2	2	0.999999	0
13.402	2	5	2	0.999999	0
13.403	1	3	3	0.999999	0
13.403	2	6	3	0.999999	0
13.441	1	1	1	0.999999	0
13.441	2	4	1	0.999999	0
13.442	1	2	2	0.999999	0
13.442	2	5	2	0.999999	0
13.443	1	3	3	0.999999	0
13.443	2	6	3	0.999999	0
13.481	1	1	1	0.999999	0
13.481	2	4	1	0.999999	0
13.482	1	2	2	0.999999	0
13.482	2	5	2	0.999999	0
13.483	1	3	3	0.999999	0
13.483	2	6	3	0.999999	0
13.521	1	1	1	0.999999	0
13.521	2	4	1	0.999999	0
13.522	1	2	2	0.999999	0
13.522	2	5	2	0.999999	0
13.523	1	3	3	0.999999	0
13.523	2	6	3	0.999999	0
13.561	1	1	1	0.999999	0
13.561	2	4	1	0.999999	0
13.562	1	2	2	0.999999	0
13.562	2	5	2	0.999999	0
13.563	1	3	3	0.999999	0
13.563	2	6	3	0.999999	0
13.601	1	1	1	0.999999	0
13.601	2	4	1	0.999999	0
13.602	1	2	2	0.999999	0
13.602	2	5	2	0.999999	0
13.603	1	3	3	0.999999	0
13.603	2	6	3	0.999999	0
13.641	1	1	1	0.999999	0
13.641	2	4	1	0.999999	0
13.642	1	2	2	0.999999	0
13.642	2	5	2	0.999999	0
13.643	1	3	3	0.999999	0
13.643	2	6	3	0.999999	0
13.681	1	1	1	0.999999	0
13.681	2	4	1	0.999999	0
13.682	1	2	2	0.999999	0
13.682	2	5	2	0.999999	0
13.683	1	3	3	0.999999	0
13.683	2	6	3	0.999999	0
13.721	1	1	1	0.999999	0
13.721	2	4	1	0.999999	0
13.722	1	2	2	0.999999	0
13.722	2	5	2	0.999999	0
13.723	1	3	3	0.999999	0
13.723	2	6	3	0.999999	0
13.761	1	1	1	0.999999	0
13.761	2	4	1	0.999999	0
13.762	1	2	2	0.999999	0
13.762	2	5	2	0.999999	0
13.763	1	3	3	0.999999	0
13.763	2	6	3	0.999999	0
13.801	1	1	1	0.999999	0
13.801	2	4	1	0.999999	0
13.802	1	2	2	0.999999	0
13.802	2	5	2	0.999999	0
13.803	1	3	3	0.999999	0
13.803	2	6	3	0.999999	0
13.841	1	1	1	0.999999	0
13.841	2	4	1	0.999999	0
13.842	1	2	2	0.999999	0
13.842	2	5	2	0.999999	0
13.843	1	3	3	0.999999	0
13.843	2	6	3	0.999999	0
13.881	1	1	1	0.999999	0
13.881	2	4	1	0.999999	0
13.882	1	2	2	0.999999	0
13.882	2	5	2	0.999999	0
13.883	1	3	3	0.999999	0
13.883	2	6	3	0.999999	0
13.921	1	1	1	0.999999	0
13.921	2	4	1	0.999999	0
13.922	1	2	2	0.999999	0
13.922	2	5	2	0.999999	0
13.923	1	3	3	0.999999	0
13.923	2	6	3	0.999999	0
13.961	1	1	1	0.999999	0
13.961	2	4	1	0.999999	0
13.962	1	2	2	0.999999	0
13.962	2	5	2	0.999999	0
13.963	1	3	3	0.999999	0
13.963	2	6	3	0.999999	0
14.001	1	1	1	0.999999	0
14.001	2	4	1	0.999999	0
14.002	1	2	2	0.999999	0
14.002	2	5	2	0.999999	0
14.003	1	3	3	0.999999	0
14.003	2	6	3	0.999999	0
14.041	1	1	1	0.999999	0
14.041	2	4	1	0.999999	0
14.042	1	2	2	0.999999	0
14.042	2	5	2	0.999999	0
14.043	1	3	3	0.999999	0
14.043	2	6	3	0.999999	0
14.081	1	1	1	0.999999	0
14.081	2	4	1	0.999999	0
14.082	1	2	2	0.999999	0
14.082	2	5	2	0.999999	0
14.083	1	3	3	0.999999	0
14.083	2	6	3	0.999999	0
14.121	1	1	1	0.999999	0
14.121	2	4	1	0.999999	0
14.122	1	2	2	0.999999	0
14.122	2	5	2	0.999999	0
14.123	1	3	3	0.999999	0
14.123	2	6	3	0.999999	0
14.161	1	1	1	0.999999	0
14.161	2	4	1	0.999999	0
14.162	1	2	2	0.999999	0
14.162	2	5	2	0.999999	0
14.163	1	3	3	0.999999	0
14.163	2	6	3	0.999999	0
14.201	1	1	1	0.999999	0
14.201	2	4	1	0.999999	0
14.202	1	2	2	0.999999	0
14.202	2	5	2	0.999999	0
14.203	1	3	3	0.999999	0
14.203	2	6	3	0.999999	0
14.241	1	1	1	0.999999	0
14.241	2	4	1	0.999999	0
14.242	1	2	2	0.999999	0
14.242	2	5	2	0.999999	0
14.243	1	3	3	0.999999	0
14.243	2	6	3	0.999999	0
14.281	1	1	1	0.999999	0
14.281	2	4	1	0.999999	0
14.282	1	2	2	0.999999	0
14.282	2	5	2	0.999999	0
14.283	1	3	3	0.999999	0
14.283	2	6	3	0.999999	0
14.321	1	1	1	0.999999	0
14.321	2	4	1	0.999999	0
14.322	1	2	2	0.999999	0
14.322	2	5	2	0.999999	0
14.323	1	3	3	0.999999	0
14.323	2	6	3	0.999999	0
14.361	1	1	1	0.999999	0
14.361	2	4	1	0.999999	0
14.362	1	2	2	0.999999	0
14.362	2	5	2	0.999999	0
14.363	1	3	3	0.999999	0
14.363	2	6	3	0.999999	0
14.401	1	1	1	0.999999	0
14.401	2	4	1	0.999999	0
14.402	1	2	2	0.999999	0
14.402	2	5	2	0.999999	0
14.403	1	3	3	0.999999	0
14.403	2	6	3	0.999999	0
14.441	1	1	1	0.999999	0
14.441	2	4	1	0.999999	0
14.442	1	2	2	0.999999	0
14.442	2	5	2	0.999999	0
14.443	1	3	3	0.999999	0
14.443	2	6	3	0.999999	0
14.481	1	1	1	0.999999	0
14.481	2	4	1	0.999999	0
14.482	1	2	2	0.999999	0
14.482	2	5	2	0.999999	0
14.483	1	3	3	0.999999	0
14.483	2	6	3	0.999999	0
14.521	1	1	1	0.999999	0
14.521	2	4	1	0.999999	0
14.522	1	2	2	0.999999	0
14.522	2	5	2	0.999999	0
14.523	1	3	3	0.999999	0
14.523	2	6	3	0.999999	0
14.561	1	1	1	0.999999	0
14.561	2	4	1	0.999999	0
14.562	1	2	2	0.999999	0
14.562	2	5	2	0.999999	0
14.563	1	3	3	0.999999	0
14.563	2	6	3	0.999999	0
14.601	1	1	1	0.999999	0
14.601	2	4	1	0.999999	0
14.602	1	2	2	0.999999	0
14.602	2	5	2	0.999999	0
14.603	1	3	3	0.999999	0
14.603	2	6	3	0.999999	0
14.641	1	1	1	0.999999	0
14.641	2	4	1	0.999999	0
14.642	1	2	2	0.999999	0
14.642	2	5	2	0.999999	0
14.643	1	3	3	0.999999	0
14.643	2	6	3	0.999999	0
14.681	1	1	1	0.999999	0
14.681	2	4	1	0.999999	0
14.682	1	2	2	0.999999	0
14.682	2	5	2	0.999999	0
14.683	1	3	3	0.999999	0
14.683	2	6	3	0.999999	0
14.721	1	1	1	0.999999	0
14.721	2	4	1	0.999999	0
14.722	1	2	2	0.999999	0
14.722	2	5	2	0.999999	0
14.723	1	3	3	0.999999	0
14.723	2	6	3	0.999999	0
14.761	1	1	1	0.999999	0
14.761	2	4	1	0.999999	0
14.762	1	2	2	0.999999	0
14.762	2	5	2	0.999999	0
14.763	1	3	3	0.999999	0
14.763	2	6	3	0.999999	0
14.801	1	1	1	0.999999	0
14.801	2	4	1	0.999999	0
14.802	1	2	2	0.999999	0
14.802	2	5	2	0.999999	0
14.803	1	3	3	0.999999	0
14.803	2	6	3	0.999999	0
14.841	1	1	1	0.999999	0
14.841	2	4	1	0.999999	0
14.842	1	2	2	0.999999	0
14.842	2	5	2	0.999999	0
14.843	1	3	3	0.999999	0
14.843	2	6	3	0.999999	0
14.881	1	1	1	0.999999	0
14.881	2	4	1	0.999999	0
14.882	1	2	2	0.999999	0
14.882	2	5	2	0.999999	0
14.883	1	3	3	0.999999	0
14.883	2	6	3	0.999999	0
14.921	1	1	1	0.999999	0
14.921	2	4	1	0.999999	0
14.922	1	2	2	0.999999	0
14.922	2	5	2	0.999999	0
14.923	1	3	3	0.999999	0
14.923	2	6	3	0.999999	0
14.961	1	1	1	0.999999	0
14.961	2	4	1	0.999999	0
14.962	1	2	2	0.999999	0
14.962	2	5	2	0.999999	0
14.963	1	3	3	0.999999	0
14.963	2	6	3	0.999999	0
15.001	1	1	1	0.999999	0
15.001	2	4	1	0.999999	0
15.002	1	2	2	0.999999	0
15.002	2	5	2	0.999999	0
15.003	1	3	3	0.999999	0
15.003	2	6	3	0.999999	0
15.041	1	1	1	0.999999	0
15.041	2	4	1	0.999999	0
15.042	1	2	2	0.999999	0
15.042	2	5	2	0.999999	0
15.043	1	3	3	0.999999	0
15.043	2	6	3	0.999999	0
15.081	1	1	1	0.999999	0
15.081	2	4	1	0.999999	0
15.082	1	2	2	0.999999	0
15.082	2	5	2	0.999999	0
15.083	1	3	3	0.999999	0
15.083	2	6	3	0.999999	0
15.121	1	1	1	0.999999	0
15.121	2	4	1	0.999999	0
15.122	1	2	2	0.999999	0
15.122	2	5	2	0.999999	0
15.123	1	3	3	0.999999	0
15.123	2	6	3	0.999999	0
15.161	1	1	1	0.999999	0
15.161	2	4	1	0.999999	0
15.162	1	2	2	0.999999	0
15.162	2	5	2	0.999999	0
15.163	1	3	3	0.999999	0
15.163	2	6	3	0.999999	0
15.201	1	1	1	0.999999	0
15.201	2	4	1	0.999999	0
15.202	1	2	2	0.999999	0
15.202	2	5	2	0.999999	0
15.203	1	3	3	0.999999	0
15.203	2	6	3	0.999999	0
15.241	1	1	1	0.999999	0
15.241	2	4	1	0.999999	0
15.242	1	2	2	0.999999	0
15.242	2	5	2	0.999999	0
15.243	1	3	3	0.999999	0
15.243	2	6	3	0.999999	0
15.281	1	1	1	0.999999	0
15.281	2	4	1	0.999999	0
15.282	1	2	2	0.999999	0
15.282	2	5	2	0.999999	0
15.283	1	3	3	0.999999	0
15.283	2	6	3	0.999999	0
15.321	1	1	1	0.999999	0
15.321	2	4	1	0.999999	0
15.322	1	2	2	0.999999	0
15.322	2	5	2	0.999999	0
15.323	1	3	3	0.999999	0
15.323	2	6	3	0.999999	0
15.361	1	1	1	0.999999	0
15.361	2	4	1	0.999999	0
15.362	1	2	2	0.999999	0
15.362	2	5	2	0.999999	0
15.363	1	3	3	0.999999	0
15.363	2	6	3	0.999999	0
15.401	1	1	1	0.999999	0
15.401	2	4	1	0.999999	0
15.402	1	2	2	0.999999	0
15.402	2	5	2	0.999999	0
15.403	1	3	3	0.999999	0
15.403	2	6	3	0.999999	0
15.441	1	1	1	0.999999	0
15.441	2	4	1	0.999999	0
15.442	1	2	2	0.999999	0
15.442	2	5	2	0.999999	0
15.443	1	3	3	0.999999	0
15.443	2	6	3	0.999999	0
15.481	1	1	1	0.999999	0
15.481	2	4	1	0.999999	0
15.482	1	2	2	0.999999	0
15.482	2	5	2	0.999999	0
15.483	1	3	3	0.999999	0
15.483	2	6	3	0.999999	0
15.521	1	1	1	0.999999	0
15.521	2	4	1	0.999999	0
15.522	1	2	2	0.999999	0
15.522	2	5	2	0.999999	0
15.523	1	3	3	0.999999	0
15.523	2	6	3	0.999999	0
15.561	1	1	1	0.999999	0
15.561	2	4	1	0.999999	0
15.562	1	2	2	0.999999	0
15.562	2	5	2	0.999999	0
15.563	1	3	3	0.999999	0
15.563	2	6	3	0.999999	0
15.601	1	1	1	0.999999	0
15.601	2	4	1	0.999999	0
15.602	1	2	2	0.999999	0
15.602	2	5	2	0.999999	0
15.603	1	3	3	0.999999	0
15.603	2	6	3	0.999999	0
15.641	1	1	1	0.999999	0
15.641	2	4	1	0.999999	0
15.642	1	2	2	0.999999	0
15.642	2	5	2	0.999999	0
15.643	1	3	3	0.999999	0
15.643	2	6	3	0.999999	0
15.681	1	1	1	0.999999	0
15.681	2	4	1	0.999999	0
15.682	1	2	2	0.999999	0
15.682	2	5	2	0.999999	0
15.683	1	3	3	0.999999	0
15.683	2	6	3	0.999999	0
15.721	1	1	1	0.999999	0
15.721	2	4	1	0.999999	0
15.722	1	2	2	0.999999	0
15.722	2	5	2	0.999999	0
15.723	1	3	3	0.999999	0
15.723	2	6	3	0.999999	0
15.761	1	1	1	0.999999	0
15.761	2	4	1	0.999999	0
15.762	1	2	2	0.999999	0
15.762	2	5	2	0.999999	0
15.763	1	3	3	0.999999	0
15.763	2	6	3	0.999999	0
15.801	1	1	1	0.999999	0
15.801	2	4	1	0.999999	0
15.802	1	2	2	0.999999	0
15.802	2	5	2	0.999999	0
15.803	1	3	3	0.999999	0
15.803	2	6	3	0.999999	0
15.841	1	1	1	0.999999	0
15.841	2	4	1	0.999999	0
15.842	1	2	2	0.999999	0
15.842	2	5	2	0.999999	0
15.843	1	3	3	0.999999	0
15.843	2	6	3	0.999999	0
15.881	1	1	1	0.999999	0
15.881	2	4	1	0.999999	0
15.882	1	2	2	0.999999	0
15.882	2	5	2	0.999999	0
15.883	1	3	3	0.999999	0
15.883	2	6	3	0.999999	0
15.921	1	1	1	0.999999	0
15.921	2	4	1	0.999999	0
15.922	1	2	2	0.999999	0
15.922	2	5	2	0.999999	0
15.923	1	3	3	0.999999	0
15.923	2	6	3	0.999999	0
15.961	1	1	1	0.999999	0
15.961	2	4	1	0.999999	0
15.962	1	2	2	0.999999	0
15.962	2	5	2	0.999999	0
15.963	1	3	3	0.999999	0
15.963	2	6	3	0.999999	0
16.001	1	1	1	0.999999	0
16.001	2	4	1	0.999999	0
16.002	1	2	2	0.999999	0
16.002	2	5	2	0.999999	0
16.003	1	3	3	0.999999	0
16.003	2	6	3	0.999999	0
16.041	1	1	1	0.999999	0
16.041	2	4	1	0.999999	0
16.042	1	2	2	0.999999	0
16.042	2	5	2	0.999999	0
16.043	1	3	3	0.999999	0
16.043	2	6	3	0.999999	0
16.081	1	1	1	0.999999	0
16.081	2	4	1	0.999999	0
16.082	1	2	2	0.999999	0
16.082	2	5	2	0.999999	0
16.083	1	3	3	0.999999	0
16.083	2	6	3	0.999999	0
16.121	1	1	1	0.999999	0
16.121	2	4	1	0.999999	0
16.122	1	2	2	0.999999	0
16.122	2	5	2	0.999999	0
16.123	1	3	3	0.999999	0
16.123	2	6	3	0.999999	0
16.161	1	1	1	0.999999	0
16.161	2	4	1	0.999999	0
16.162	1	2	2	0.999999	0
16.162	2	5	2	0.999999	0
16.163	1	3	3	0.999999	0
16.163	2	6	3	0.999999	0
16.201	1	1	1	0.999999	0
16.201	2	4	1	0.999999	0
16.202	1	2	2	0.999999	0
16.202	2	5	2	0.999999	0
16.203	1	3	3	0.999999	0
16.203	2	6	3	0.999999	0
16.241	1	1	1	0.999999	0
16.241	2	4	1	0.999999	0
16.242	1	2	2	0.999999	0
16.242	2	5	2	0.999999	0
16.243	1	3	3	0.999999	0
16.243	2	6	3	0.999999	0
16.281	1	1	1	0.999999	0
16.281	2	4	1	0.999999	0
16.282	1	2	2	0.999999	0
16.282	2	5	2	0.999999	0
16.283	1	3	3	0.999999	0
16.283	2	6	3	0.999999	0
16.321	1	1	1	0.999999	0
16.321	2	4	1	0.999999	0
16.322	1	2	2	0.999999	0
16.322	2	5	2	0.999999	0
16.323	1	3	3	0.999999	0
16.323	2	6	3	0.999999	0
16.361	1	1	1	0.999999	0
16.361	2	4	1	0.999999	0
16.362	1	2	2	0.999999	0
16.362	2	5	2	0.999999	0
16.363	1	3	3	0.999999	0
16.363	2	6	3	0.999999	0
